Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Age
Jangjun,Lee Jangjun,이장준,장준,1997-03-03,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M,29.0
Jay,Park Jongsung,박종성,제이,2002-04-20,ENHYPEN,30/11/2020,Be:lift,South Korea,United States,,,,,,M,24.0
Jay,Kim Jinhwan,김진환,제이,1994-02-07,iKON,15/09/2015,YG,South Korea,,,,Jeju,,,M,32.0
JB,Im Jaebum,임재범,제이비,1994-01-06,GOT7,16/01/2014,JYP,South Korea,,179.0,63.0,Goyang,,,M,32.0
Jea,Kim Hyojin,김효진,제아,1981-09-18,Brown Eyed Girls,2/03/2006,Mystic,South Korea,,,,,,,F,45.0
Jeewon,Kim Jiwon,김지원,지원,1999-04-01,Cignature,4/02/2020,C9,South Korea,,,,Busan,,Good Day,F,27.0
Jeff,Lee Jaeho,이재호,제프,2005-04-21,EPEX,8/06/2021,C9,South Korea,,179.0,61.0,,,,M,21.0
Jehyun,Moon Jehyun,문제현,제현,1999-04-20,OMEGA X,17/10/2016,JT Corea,South Korea,,,,,,1TEAM,M,27.0
Jei,Kim Jinhee,김진희,재이,1989-09-05,Fiestar,31/08/2012,LOEN,South Korea,,162.0,,Bucheon,,,F,37.0
Jen,Kim Yehyeon,김예현,젠,1997-03-27,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M,29.0
Jenissi,Kim Taeyang,김태양,제니씨,1991-08-02,,,,South Korea,,,,Seoul,,Topp Dogg,M,35.0
Jenna,Kim Minji,김민지,제나,2006-10-06,Queenz Eye,24/10/2022,Big Mountain,South Korea,,,,Changwon,,,F,20.0
Jennie,Kim Jennie,김제니,제니,1996-01-16,BLACKPINK,8/08/2016,YG,South Korea,,163.0,50.0,Anyang,,,F,30.0
Jenny,Lee Soyul,이소율,제니,1996-09-04,,,,South Korea,,165.0,47.0,Seoul,,DIA,F,30.0
Jeno,Lee Jeno,이제노,제노,2000-04-23,NCT,9/04/2016,SM,South Korea,,,,,NCT Dream,,M,26.0
Jeon Woong,Jeon Woong,전웅,전웅,1997-10-15,AB6IX,22/05/2019,Brand New,South Korea,,173.0,,,,,M,29.0
Jeonggyu,Lim Jeonggyu,임정규,정규,1997-11-05,7 O'clock,26/08/2014,Jungle,South Korea,,181.0,62.0,,,,M,29.0
Jeonghan,Yoon Jeonghan,윤정한,정한,1995-10-04,Seventeen,26/05/2015,Pledis,South Korea,,175.0,54.0,Seoul,,,M,31.0
Jeonghee,Go Jeonghee,고정희,정희,2000-03-11,Favorite,5/07/2017,Astory,South Korea,,,,Incheon,,,F,26.0
Jeongkyun,Jeong Jeongkyun,정정균,정균,1987-11-27,,,,South Korea,,180.0,60.0,,,N-Train| Bigflo,M,39.0
Jeongmin,Lee Jeongmin,이정민,정민,1994-02-01,Boyfriend,26/05/2011,Starship,South Korea,,173.0,60.0,Suwon,,,M,32.0
Jeongseung,Park Jeongseung,박정승,정승,2002-05-20,D-CRUNCH,6/08/2018,All-S,South Korea,,,,,,,M,24.0
Jeonguk,Kim Jeonguk,김정욱,정욱,1993-03-20,24K,6/09/2012,Choeun,South Korea,,178.0,58.0,Busan,,,M,33.0
Jeongwoo,Park Jeongwoo,박정우,정우,2004-09-28,Treasure,7/08/2020,YG,South Korea,,,,,,,M,22.0
Jeongyeon,Yoo Jeongyeon,유정연,정연,1996-11-01,Twice,20/10/2015,JYP,South Korea,,168.0,,Suwon,,,F,30.0
Jeonyul,Jeon Yuri,전유리,전율,1994-03-20,Stellar,28/08/2011,Pascal,South Korea,,,,Seoul,,,F,32.0
Jerome,Oh Sungmin,오성민,제롬,2001-08-25,TOO,1/04/2020,n.CH,South Korea,,,,,,,M,25.0
Jerrry,Ahn Sohyun,안소현,제리,1992-08-27,Tahiti,23/06/2012,J-line,South Korea,,,,Seoul,,,F,34.0
Jessica,Jessica Jung,제시카 정,제시카,1989-04-18,,,,South Korea,,,,,,SNSD,F,37.0
Jewon,Woo Jewon,우제원,제원,1998-11-28,NINE.i,30/03/2022,FirstOne,South Korea,,170.0,55.0,,,,M,28.0
J-Hoon,Lim Junghoon,임정훈,제이훈,1990-07-15,B.I.G,9/07/2014,GH,South Korea,,172.0,62.0,Seoul,,,M,36.0
J-Hope,Jung Hoseok,정호석,제이홉,1994-02-18,BTS,13/06/2013,Big Hit,South Korea,,177.0,65.0,Gwangju,,,M,32.0
Ji Hansol,Ji Hansol,지한솔,지한솔,1994-11-21,Newkidd,25/04/2019,J-FLO,South Korea,,182.0,63.0,Busan,,UNB,M,32.0
Jia,Yoon Jia,윤지아,지아,2004-01-16,mimiimiii,27/04/2015,Midas,South Korea,,166.0,,Incheon,,,F,22.0
Jia,Yoon Jia,윤지아,지아,2004-01-16,mimiirose,16/09/2022,YES IM,South Korea,,165.0,,Incheon,,,F,22.0
Jia,Meng Jia,멍지아,지아,1989-02-03,miss A,1/07/2010,JYP,China,,166.0,,Changja,,,F,37.0
Jia,Guo Jiajia,궈 지아지아,지아,2005-07-30,TRI.BE,17/02/2021,TR - Mellow,China,,,,,,,F,21.0
Jiae,Yoo Jiae,유지애,지애,1993-05-21,Lovelyz,17/11/2014,Woollim,South Korea,,163.0,43.0,Seoul,,,F,33.0
Jiae,Kim Jiae,김지애,지애,1995-10-31,Wassup,7/08/2013,Mafia,South Korea,,,,,,,F,31.0
Jiahn,Yoo Jiahn,유지안,지안,1992-04-01,IN2IT,27/01/2016,Star Empire,South Korea,,176.0,57.0,,,,M,34.0
Jian,Kim Jian,김지안,지안,2006-11-04,,,,South Korea,,,,,,LIGHTSUM,F,20.0
Jian,Kwon Jieun,권지은,지안,2001-03-14,LUNARSOLAR,2/09/2020,J Planet,South Korea,,,,,,S.E.T,F,25.0
Jibeom,Kim Jibeom,김지범,지범,1999-02-03,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M,27.0
Jieun,Park Jieun,박지은,지은,1997-09-04,,,,South Korea,,166.0,49.0,,,Purple Kiss,F,29.0
Jieun,Choi Jieun,최지은,지은,2001-03-03,Bling Bling,17/11/2020,Major9,South Korea,,,,,,,F,25.0
Jieun,Song Jieun,송지은,지은,1990-05-05,SECRET,13/10/2009,TS,South Korea,,,,Seoul,,,F,36.0
Jihan,Han Jihyo,한지효,지한,2004-07-12,Weeekly,30/07/2020,Play M,South Korea,,,,,,,F,22.0
Jiheon,Baek Jiheon,백지헌,지헌,2003-04-17,fromis_9,24/01/2018,Off The Record,South Korea,,,,Jeolla,,,F,23.0
Jiho,Kim Jiho,김지호,지호,1997-04-04,,,,South Korea,,165.0,49.0,Okcheon,,Oh My Girl,F,29.0
Jiho,Jang Jiho,장지호,지호,2004-08-10,NINE.i,30/03/2022,FirstOne,South Korea,,,,Gyeonggi,,,M,22.0
Jihoo,Lim Soojung,임수정,지후,1998-08-05,IZ,31/08/2017,Music K,South Korea,,,,,,,M,28.0
Jihoon,Park Jihoon,박지훈,지훈,2000-03-14,Treasure,7/08/2020,YG,South Korea,,,,Busan,,,M,26.0
Jihoon,Park Jihoon,박지훈,지훈,1999-05-29,Wanna One,7/08/2017,YMC,South Korea,,,,Masan,,,M,27.0
Jihun,Kim Jihun,김지훈,지훈,1995-02-20,KNK,3/03/2016,YNB,South Korea,,186.0,73.0,,,,M,31.0
Jihun,Kim Jihun,김지훈,지훈,2000-01-09,TRCNG,10/10/2017,TS,South Korea,,176.0,,Daegu,,,M,26.0
Jihyo,Lee Jihyo,이지효,지효,2001-04-22,PRECIOUS,23/09/2020,Umi,South Korea,,166.0,49.0,Gyeonggi,,,F,25.0
Jihyo,Park Jisoo,박지수,지효,1997-02-01,Twice,20/10/2015,JYP,South Korea,,162.0,,Guri,,,F,29.0
Jihyun,Nam Jihyun,남지현,지현,1990-01-09,4minute,15/06/2009,Cube,South Korea,,167.0,,Seoul,,,F,36.0
Jimin,Shin Jimin,신지민,지민,1991-01-08,,,,South Korea,,160.0,43.0,Seoul,AOA BLACK,AoA,F,35.0
Jimin,Park Jimin,박지민,지민,1995-10-13,BTS,13/06/2013,Big Hit,South Korea,,175.0,61.0,Busan,,,M,31.0
Jimin,Won Jimin,원지민,지민,2007-11-25,CLASS:y,5/05/2022,Universal,South Korea,,171.0,,,,,F,19.0
Jin,Kim Seokjin,김석진,진,1992-12-04,BTS,13/06/2013,Big Hit,South Korea,,179.0,63.0,Gwacheon,,,M,34.0
JIN,Park Myungeun,박명은,진,1996-06-12,Lovelyz,17/11/2014,Woollim,South Korea,,165.0,47.0,Busan,,,F,30.0
Jin Jin,Park Jinwoo,박진우,진진,1996-03-15,ASTRO,23/02/2016,Fantagio,South Korea,,,,Nowon,,,M,30.0
JinE,Shin Hyejin,신혜진,진이,1995-01-22,,,,South Korea,,160.0,48.0,Pohang,,Oh My Girl,F,31.0
Jingyu,Lee Jingyu,이진규,진규,1998-04-22,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M,28.0
Jinha,Kim Jinha,김진하,진하,2003-11-21,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,,,,F,23.0
Jinho,Jo Jinho,조진호,조진호,1992-04-17,PENTAGON,10/10/2016,Cube,South Korea,,,,,,,M,34.0
Jinhong,Kim Jinhong,김진홍,진홍,1998-01-02,24K,6/09/2012,Choeun,South Korea,,180.0,53.0,Seoul,,,M,28.0
Jinhoo,Kim Jinwook,김진욱,진후,1995-08-02,UP10TION,10/09/2015,TOP Media,South Korea,,,,Changwon,,,M,31.0
Jinhui,,,진희,1996-11-21,Lusty,26/06/2019,babaplay,South Korea,,160.0,42.0,Seongnam,,,F,30.0
Jinhwa,Choi Jinhwa,최진화,진화,2002-01-15,BLITZERS,12/05/2021,Wuzo,South Korea,,180.0,64.0,,,,M,24.0
Jinju,Park Jinju,박진주,진주,1990-04-28,,,,South Korea,,,,,,Wassup,F,36.0
Jinkwon,Kim Jinkwon,김진권,진권,2001-01-31,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M,25.0
Jinni,Choi Yujin,최윤진,지니,2004-04-16,,,,South Korea,,,,,,NMIXX,F,22.0
Jinny,Park Jinhee,박진희,지니,1998-01-19,SECRET NUMBER,19/05/2020,Vine,South Korea,USA,,,California,,,F,28.0
Jinsik,Han Jinsik,함진식,진식,2004-07-30,xikers,30/03/2023,KQ,South Korea,,,,Incheon,,,M,22.0
Jinsol,Lee Jinsol,이진솔,진솔,2001-12-04,APRIL,24/08/2015,DSP,South Korea,,,,Andong,,,F,25.0
JinSoul,Jung Jinsol,정진솔,진솔,1997-06-13,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona Odd Eye Circle| ARTMS,,F,29.0
Jinsung,Jung Jinsung,정진성,진성,2002-03-30,1the9,9/02/2019,MBK,South Korea,,176.0,58.0,Seoul,,,M,24.0
Jinu,Kim Jinwoo,김진우,진우,1991-09-26,WINNER,12/08/2014,YG,South Korea,,,,Imja,,,M,35.0
Jinwoo,Lee Jinwoo,이진우,진우,2004-09-13,Ghost9,23/09/2020,Maroo,South Korea,,176.0,57.0,,TEEN TEEN,,M,22.0
Jinyoung,Jung Jinyoung,정진영,진영,1991-11-18,,,,South Korea,,178.0,58.0,Chungju,,B1A4,M,35.0
Jinyoung,Bae Jinyoung,배진영,진영,2000-05-10,CIX,23/07/2019,C9,South Korea,,,,Seoul,,Wanna One,M,26.0
Jinyoung,Woo Jinyoung,우진영,진영,1997-05-31,D1CE,1/08/2019,Happyface,South Korea,,170.0,51.0,,,,M,29.0
Jinyoung,Park Jinyoung,박진영,진영,1994-09-22,GOT7,16/01/2014,JYP,South Korea,,178.0,63.0,Changwon,,,M,32.0
Jisan,Choi Jinsang,최지상,지산,1999-11-03,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,,,,M,27.0
Jisoo,Kim Jisoo,김지수,지수,1995-01-03,BLACKPINK,8/08/2016,YG,South Korea,,162.0,45.0,Seoul,,,F,31.0
Jisoo,Jung Jisoo,정지수,지수,2003-11-22,Busters,27/11/2017,JTG,South Korea,,,,,,,F,23.0
Jisoo,Seo Jisoo,서지수,지수,1994-02-11,Lovelyz,17/11/2014,Woollim,South Korea,,165.0,46.0,Incheon,,,F,32.0
Jisoo,Shin Jisoo,신지수,지수,1994-02-28,Tahiti,23/06/2012,J-line,South Korea,,,,Chuncheon,,,F,32.0
Jisook,Kim Jisook,김지숙,지숙,1990-07-18,Rainbow,12/11/2009,DSP,South Korea,,164.0,41.0,Suwon,Rainbow Pixie,,F,36.0
Jisu,Choi Jisu,최지수,지수,2000-01-19,TOO,1/04/2020,n.CH,South Korea,,,,,,,M,26.0
Jisun,Roh Jisun,노지선,지선,1998-11-23,fromis_9,24/01/2018,Off The Record,South Korea,,,,Seoul,,,F,28.0
Jisun,Hwang Jisun,황지선,지선,1989-10-17,S#aFLA,14/07/2021,Winnerzone,South Korea,,165.0,46.0,,,Girl's Day| New F.O,F,37.0
Jisung,Park Jisung,박지성,지성,2002-02-05,NCT,9/04/2016,SM,South Korea,,,,,NCT Dream,,M,24.0
Jisung,Kim Jisung,김지성,지성,2000-12-21,TRCNG,10/10/2017,TS,South Korea,,171.0,,,,,M,26.0
Jisung,Yoon Jisung,윤지성,지성,1991-03-08,Wanna One,7/08/2017,YMC,South Korea,,,,Wonju,,,M,35.0
Jiu,Kim Minji,김민지,지유,1994-05-17,Dreamcatcher,13/01/2017,Happy Face,South Korea,,167.0,,Daejeon,,Minx,F,32.0
Jiung,Choi Jiwoong,최지웅,지웅,2001-10-07,P1Harmony,28/10/2020,FNC,South Korea,,,,,,,M,25.0
Jiwon,Park Jiwon,박지원,지원,1997-03-17,BOTOPASS,26/08/2020,WKS ENE,South Korea,,165.0,45.0,,,ILUV,F,29.0
Jiwon,Heo Jiwon,허지원,지원,2000-09-04,Cherry Bullet,21/01/2019,FNC,South Korea,,,,,,,F,26.0
Jiwon,Park Jiwon,박지원,지원,1998-03-20,fromis_9,24/01/2018,Off The Record,South Korea,,,,Busan,,,F,28.0
Jiwon,Yang Jiwon,양지원,지원,1988-04-05,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Seoul,SPICA-S,SPICA,F,38.0
Jiwoo,Jeon Jiwoo,전지우,지우,1996-10-04,KARD,29/03/2007,DSP,South Korea,,,,,,,F,30.0
Jiwoo,Kim Jiwoo,김지우,지우,2005-04-13,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F,21.0
Jiwoo,Lee Jiwoo,이지우,지우,2005-10-24,tripleS,13/02/2023,MODHAUS,South Korea,,,,,,,F,21.0
Jiyeon,Park Jiyeon,박지연,지연,1993-06-07,T-ara,29/07/2009,MBK,South Korea,,167.0,45.0,Seoul,,,F,33.0
Jiyoon,Shin Jiyoon,신지윤,지윤,2002-03-02,,,,South Korea,,,,,,Weeekly,F,24.0
Jiyoon,Jeon Jiyoon,전지윤,지윤,1990-10-15,4minute,15/06/2009,Cube,South Korea,,165.0,,Seoul,2YOON,,F,36.0
Jiyoon,Woo Jiyoon,우지윤,지윤,1996-01-06,Bolbbalgan4,22/04/2016,Shofar,South Korea,,,,Yeongju,,,F,30.0
Jiyoon,Jeong Jiyoon,정지윤,지윤,2000-09-15,ICHILLIN',8/09/2021,KM,South Korea,,168.0,,,,,F,26.0
Jiyou,Im Changsook,임창숙,지유,1989-06-15,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F,37.0
Jiyoung,Ahn Jiyoung,안지영,지영,1995-09-14,Bolbbalgan4,22/04/2016,Shofar,South Korea,,,,Yeongju,,,F,31.0
Jiyoung,Kang Jiyoung,강지영,지영,1994-01-18,KARA,29/03/2007,DSP,South Korea,,,,Paju,,,F,32.0
Jiyul,Yang Jungyoon,양정윤,지율,1991-07-30,,,,South Korea,,,,Seoul,,Dal Shabet,F,35.0
JJ,Jun Jihyeok,전진혁,제이제이,1998-12-11,DUSTIN,6/01/2020,LPA,South Korea,,,,,,,M,28.0
JK,Kim Jikang,김지강,지강,1998-03-17,Girlkind,16/01/2018,Nextlevel,South Korea,,,161.0,,,,F,28.0
JM,Chu Jimin,추지민,지민,2001-10-11,JUST B,30/06/2021,Bluedot,South Korea,,173.0,,,,,M,25.0
J-Min,Jeon Minwook,전민욱,제이민,1999-10-16,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M,27.0
Johnny,John Seo,존 서,쟈니,1995-02-09,NCT,9/04/2016,SM,USA,,,,Chicago,NCT 127,,M,31.0
Johyun,Shin Jiwon,신지원,조현,1996-04-14,Berry Good,21/05/2014,Asia Bridge,South Korea,,,,,,,F,30.0
Jongho,Choi Jongho,최종호,종호,2000-10-12,ATEEZ,24/10/2018,KQ,South Korea,,176.0,,,,,M,26.0
Jonghoon,Choi Jonghoon,최종훈,종훈,1990-03-07,FTISLAND,7/06/2007,FNC,South Korea,,,,Seoul,,,M,36.0
Jonghwan,Jo Jonghwan,조종환,종환,1992-11-23,100%,18/09/2012,TOP Media,South Korea,,,,Seoul,,,M,34.0
Jonghyeong,Kim Jonghyeong,김종형,종형,2002-04-13,Dongkiz,24/04/2019,Dongyo,South Korea,,178.0,65.0,,,,M,24.0
Jonghyun,Lee Jonghyun,이종현,종현,1990-05-15,CNBLUE,14/01/2010,FNC,South Korea,,,,Busan,,,M,36.0
Jonghyun†,Kim Jonghyun,김종현,종현,1990-04-08,,,,South Korea,,173.0,56.0,Seoul,,SHINee,M,36.0
Jongseob,Kim Jongseob,김종섭,종섭,2005-11-19,P1Harmony,28/10/2020,FNC,South Korea,,173.0,,,,,M,21.0
Jongup,Moon Jongup,문종업,종업,1995-02-06,B.A.P,27/01/2012,TS,South Korea,,176.0,66.0,Seoul,,,M,31.0
JOO,Jung Minjoo,정민주,주,1990-10-11,,,,South Korea,,,,Seoul,,,F,36.0
Joo E,Lee Joowon,이주원,주이,1999-08-18,MOMOLAND,9/11/2016,Double Kick,South Korea,,164.0,45.0,Bucheon,,,F,27.0
JooA,Lee Juhyun,이주현,주아,2002-03-04,Hi-L,11/08/2021,Kpop Live,South Korea,,173.0,,,,,F,24.0
Jooan,Im Jimyoung,임지명,주안,1996-10-04,We In The Zone,27/05/2019,Choon,South Korea,,173.0,58.0,Dongtan,,,M,30.0
Joochan,Hong Joochan,홍주찬,주찬,1999-07-31,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M,27.0
Jooheon,Lee Jooheon,이주헌,주헌,1994-10-06,MONSTA X,14/05/2014,Starship,South Korea,,,,Daegu,,,M,32.0
Joohyoung,Kim Joohyoung,김주형,주형,2003-03-15,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M,23.0
Joonie,Park Junhee,박준희,주니,2002-05-24,ICHILLIN',8/09/2021,KM,USA,South Korea,,,,,,F,24.0
Jooyeon,Lee Jooyeon,이주연,주연,1987-03-19,,,,South Korea,,,,Seoul,,After School,F,39.0
Joshua,Hong Jisoo,홍지수,조슈아,1995-12-30,Seventeen,26/05/2015,Pledis,USA,South Korea,176.0,63.0,Los Angeles,,,M,31.0
Joy,Park Sooyoung,박수영,조이,1996-09-03,Red Velvet,1/08/2014,SM,South Korea,,163.0,,Jeju,,,F,30.0
JR,Kim Jonghyun,김종현,제이알,1995-06-08,NU'EST,15/03/2012,Pledis,South Korea,,,,Gangwon,NU'EST W,,M,31.0
Judy,Kim Dahye,김다혜,주디,1995-05-16,Blackswan,16/10/2020,DR,South Korea,,,,,,,F,31.0
Jueun,Jo Jueun,조주은,주은,2001-01-27,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F,25.0
Jueun,Lee Jooeun,이주은,주은,1995-07-07,DIA,14/07/2015,MBK,South Korea,,,,Suwon,BinChaenHyunSeuS,,F,31.0
Juhaknyeon,Ju Haknyeon,주학년,주학년,1999-03-09,The Boyz,31/12/2017,Cre.Ker,South Korea,,175.0,58.0,Jeju,,,M,27.0
Juhan,Hong Seunghyun,홍승현,주한,2001-06-21,BLITZERS,12/05/2021,Wuzo,South Korea,,,,,,,M,25.0
Juhyeon,Lee Juhyeon,이주현,주현,2004-04-08,LIGHTSUM,10/06/2021,Cube,South Korea,,171.0,48.0,,,,F,22.0
Juhyun,Cha Juhyun,차주현,주현,2000-04-01,Bling Bling,17/11/2020,Major9,South Korea,,,,,,,F,26.0
Juju,Park Juyoung,박주영,쥬쥬,1996-01-03,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,168.0,,Changwon,,,F,30.0
Jukang,Lee Hyowon,이효원,주강,2002-11-22,JWiiver,17/02/2022,JTG,South Korea,,186.0,,Daegu,,,M,24.0
Jun,Park Junhee,박준희,준,1994-06-02,A.C.E,23/05/2017,Beat,South Korea,,,,Jeolla,,,M,32.0
Jun,Weng Junhui,원쥔훼이,준,1996-06-10,Seventeen,26/05/2015,Pledis,China,,180.0,63.0,Shenzen,,,M,30.0
Jun,Lee Junyoung,이준영,준,1997-01-22,U-KISS,28/08/2008,NH Media,South Korea,,,,,,,M,29.0
Jun H.,Im Joonhyun,임준현,준현,1991-08-28,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M,35.0
Jun Jin,Park Choongjae,박충재,전진,1980-08-19,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,182.0,75.0,Seoul,,,M,46.0
Jun. K,Kim Minjun,김민준,준케이,1988-01-15,2PM,4/07/2008,JYP,South Korea,,180.0,68.0,Daegu,,,M,38.0
Ju-ne,Koo Junhoe,구준회,준회,1997-03-31,iKON,15/09/2015,YG,South Korea,,,,Seoul,,,M,29.0
Jungah,Kim Jungah,김정아,정아,1983-08-02,,,,South Korea,,,,Incheon,,After School,F,43.0
Junghoon,Lee Junghoon,이정훈,정훈,2000-07-04,1TEAM,27/03/2019,LiveWorks,South Korea,,,,,,,M,26.0
Junghoon,Han Jeonghoon,한정훈,정훈,2000-02-14,OMEGA X,17/10/2016,JT Corea,South Korea,,177.0,61.0,,,ENOi,M,26.0
Junghoon,Kim Junghoon,김정훈,정훈,2005-07-05,xikers,30/03/2023,KQ,South Korea,,,,,,,M,21.0
Junghun,Jang Junghun,장정훈,정훈,1999-02-27,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M,27.0
Junghwa,Park Junghwa,박정화,정화,1995-05-08,EXID,16/02/2012,Yedang,South Korea,,169.0,,Anyang,,EXID,F,31.0
Junghwan,So Junghwan,소정환,정환,2005-02-18,Treasure,7/08/2020,YG,South Korea,,,,,,,M,21.0
Jungkook,Jeon Jungkook,전정국,정국,1997-09-01,BTS,13/06/2013,Big Hit,South Korea,,178.0,66.0,Busan,,,M,29.0
Jungmo,Koo Jungmo,구정모,정모,2000-02-05,CRAVITY,14/04/2020,Starship,South Korea,,181.0,58.0,,,,M,26.0
Jungshin,Lee Jungshin,이정신,정신,1991-09-15,CNBLUE,14/01/2010,FNC,South Korea,,,,,,,M,35.0
Jungwon,Yang Jungwon,양정원,정원,2004-02-09,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,,,,M,22.0
Jungwoo,Uhm Jungwoo,엄정우,정우,1999-04-02,BVNDIT,10/04/2019,MNH,South Korea,,,,,,,F,27.0
Jungwoo,Kim Jungwoo,김정우,정우,1998-02-19,NCT,9/04/2016,SM,South Korea,,,,,,,M,28.0
Junho,Lee Junho,이준호,준호,1990-01-25,2PM,4/07/2008,JYP,South Korea,,178.0,67.0,Ilsan,,,M,36.0
Junho,Cha Junho,차준호,준호,2002-07-09,DRIPPIN,26/10/2020,Woollim,South Korea,,178.0,63.0,,,X1,M,24.0
Junhyeok,Kim Junhyeok,임준혁,준혁,1993-07-17,,,,South Korea,,,,,,DAY6,M,33.0
Junhyeok,Cheon Junhyeok,천준혁,준혁,2004-09-20,TNX,17/05/2022,P NATION,South Korea,,,,Gyeonggi,,,M,22.0
Junhyuk,Choi Junhyuk,최준혁,준혁,1992-04-21,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,Ulsan,,,M,34.0
Junhyuk,Lee Junhyuk,이준혁,이준혁,2000-05-16,Mirae,17/03/2021,DSP,South Korea,,180.0,63.0,Seoul,,,M,26.0
Junhyung,Son Junhyung,손준형,준형,2000-10-21,Ghost9,23/09/2020,Maroo,South Korea,,,,,,,M,26.0
Junhyung,Yong Junyung,용준형,준형,1989-12-19,Highlight,14/10/2009,Around Us,South Korea,,178.0,64.0,Seoul,,Beast,M,37.0
Junji,Kim Junhyung,김준형,준지,1998-04-06,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M,28.0
Junkyu,Kim Junkyu,김준규,준규,2000-09-09,Treasure,7/08/2020,YG,South Korea,,,,,,,M,26.0
Junmin,Ryu Junmin,류준민,준민,2003-04-05,ATBO,27/07/2022,IST,South Korea,,172.0,,Jinju,,,M,23.0
Junmin,Park Junmin,박준민,준민,2003-05-24,xikers,30/03/2023,KQ,South Korea,,,,Seoul,,,M,23.0
JunQ,Kang Junkyu,강준규,준규,1993-08-09,MYNAME,27/10/2011,H2,South Korea,,,,Uljeongbu,,,M,33.0
Junseo,Park Junseo,박준서,준서,2001-12-28,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M,25.0
Junseo,Hwang Junseo,황준서,준서,2001-01-16,DKB,3/02/2020,Brave,South Korea,,182.0,67.0,,,,M,25.0
Junseo,Kim Junseo,김준서,준서,2001-11-20,WEi,5/10/2020,OUI,South Korea,,177.0,64.0,Ulsan,,1the9,M,25.0
Junseok,Oh Junseok,오준석,준석,2003-03-03,ATBO,27/07/2022,IST,South Korea,,174.0,,Jeju,,,M,23.0
Junseong,Choi Junseong,최준성,준성,2002-09-29,Ghost9,23/09/2020,Maroo,South Korea,,170.0,55.0,,,,M,24.0
Juntae,Kim Juntae,김준태,준태,1995-09-04,MY.st,26/03/2020,MYStar,South Korea,,,,,,,M,31.0
Junwook,Kim Junwook,김준욱,준욱,2002-01-10,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M,24.0
Junyoung,Lee Junyoung,이준영,준영,2000-09-23,IZ,31/08/2017,Music K,South Korea,,,,,,,M,26.0
Juri,Takahashi Juri,타카하시 쥬리,쥬리,1997-10-03,Rocket Punch,7/08/2019,Woollim,Japan,,160.0,44.0,,,,F,29.0
J-Us,Lee Seungjoon,이승준,제이어스,1995-01-13,ONF,2/08/2017,WM,South Korea,,,,Seoul,,,M,31.0
Juyeon,Lee Juyeon,이주연,주연,2001-11-06,Saturday,18/07/2018,SD,South Korea,,164.0,44.0,,,,F,25.0
Juyeon,Lee Juyeon,이주연,주연,1998-01-16,The Boyz,31/12/2017,Cre.Ker,South Korea,,180.0,67.0,,,,M,28.0
K.Me,Na Miri,나미리,케이미,1992-04-10,BADKIZ,24/03/2014,Zoo,South Korea,,,,Yeosu,,,F,34.0
Kady,Gu Dokyoung,구도경,케이디,1995-04-07,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,168.0,,Busan,,,F,31.0
Kaede,Yamada Kaede,야마다 카에데,카에데,2005-12-20,tripleS,13/02/2023,MODHAUS,Japan,,160.0,,Toyama,,,F,21.0
Kaeun,Lee Kaeun,이가은,가은,1994-08-20,After School,15/01/2009,Pledis,South Korea,,,,Seoul,,,F,32.0
Kahi,Park Jiyoung,박지영,가희,1980-12-25,,,,South Korea,,,,Daegu,,After School,F,46.0
Kai,Kim Jongin,김종인,카이,1994-01-14,EXO,8/04/2012,SM,South Korea,,182.0,65.0,Suncheon,SuperM,,M,32.0
Kain,Bang Junho,방준호,카인,1997-03-25,ARGON,11/03/2019,MSH,South Korea,,178.0,,,,,M,29.0
Kairi,Imai Kairi,이마이 카이리,카이리,2003-02-24,T1419,21/09/2007,CJ E&M,Japan,,,,,,,M,23.0
Kanghyun,Kang Hyungu,강현구,강현,1998-11-24,Onewe,9/01/2019,RBW,South Korea,,,,,,MAS,M,28.0
